Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Euro area,EMU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,4.814250787,4.860967576,3.988215297,4.920778895,4.142369739,3.563206828,2.736648578,4.961564244,6.406064168,5.009876278,3.169068023,4.184117349,5.529181956,2.716821554,-1.285032432,4.587387929,2.691295223,2.676353272,3.471992407,1.731584435,0.143079321,0.436769784,1.185055018,2.23838307,2.116627613,2.270782405,2.253482276,3.968944275,3.660638847,3.114881776,1.936997377,0.69859835,-1.089254789,2.20548207,2.220083005,1.503281154,2.529715725,2.787804038,2.754834765,3.580484437,1.850343211,0.452670268,0.199200386,1.741154107,1.23619215,2.828259696,2.466863055,-0.085757607,-4.808144949,1.862006969,1.968234042,-1.130848033,-0.327215157,1.277385057,1.857711669,1.540643226,2.395995,1.460240837,1.442203282,-6.178944371,6.290734463,3.099617018,-0.037637744,0.623989347
Eritrea,ERI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.954669941,17.55363561,-2.79691786,3.961504729,6.721813646,0.452407593,-1.449176033,-4.618371338,5.695711544,-0.476857823,-6.594920166,-2.623890351,0.148823405,-2.518213455,-0.041769605,-12.12484316,1.302578156,0.205918878,6.747982979,,,,,,,,,,,,,
Spain,ESP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,10.80448686,8.94647029,8.639492989,4.267245417,5.105632144,6.153434725,3.064126596,5.212172291,7.839083051,3.093598922,3.395927031,6.962193115,6.604025765,4.471068199,-0.539096521,2.217772421,1.785657127,0.490728283,-0.836528081,1.391315414,-0.839887496,0.640409182,1.275514678,1.362897155,1.951329092,2.945279391,5.273762975,4.871691997,4.66281524,3.675767947,2.285324689,0.436115156,-1.543358351,1.896906947,2.304957026,2.180923903,3.154053677,3.871218305,3.986528773,4.731300329,3.200316848,1.314141205,1.094411583,1.350586884,1.816577328,2.299515013,1.634639807,-0.827648477,-4.616729629,-0.36566009,-0.992358605,-2.928158978,-1.070170182,1.833966462,4.147011936,2.835771241,2.646170611,1.93406292,1.233037412,-11.39312905,6.493367388,5.418773892,1.482561028,2.179654085
Estonia,EST,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.536694459,-19.71743315,-3.282449713,0.483692726,6.409660007,6.502782208,14.34721605,5.346902251,-0.717824691,9.556422589,6.557319678,7.612500411,8.273723957,7.441089885,10.15160233,10.41170436,8.062766014,-4.870579153,-14.46549815,2.683661651,7.93414725,4.04377186,2.119282,3.594115908,1.77141702,3.063010903,5.506857314,3.339409364,3.341963617,-3.075480078,7.040926485,-1.268031117,-4.540800666,-0.384590772
Ethiopia,ETH,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,1.730032498,1.859329144,1.385976927,2.969703359,4.496695299,1.350057244,1.304529088,-1.362624126,0.669468375,3.654823536,1.479066967,2.349694,0.636585362,-1.198523415,-2.348154894,0.765606088,1.012211302,-2.556754107,5.837271678,1.793008426,-2.926023467,5.253798111,-5.343314795,-13.61186958,6.466920861,10.04511873,-3.345181998,-4.115696911,-1.006468893,-11.07379301,-12.43548152,9.234798534,-0.34043745,2.57532696,8.776856914,-0.119280617,-6.442885647,1.927172415,2.868066187,5.065304322,-1.528858941,-5.072886523,10.22181511,8.550898627,7.626536948,8.237707078,7.627867427,5.756385597,9.404344878,8.061416761,5.643743768,7.616614545,7.338618592,7.468076766,6.509914561,6.6186207,3.974075459,5.48664148,3.223115995,2.855657631,2.595399676,3.854750252,4.579667789
European Union,EUU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,4.854724925,4.816260191,3.901937423,5.043014157,4.374913249,3.467630206,2.785099081,4.831800284,6.296671674,4.934011395,3.083515723,4.067921167,5.39767304,2.578477162,-1.181492131,4.336633427,2.449410401,2.574435951,3.429054554,1.598211933,0.131748009,0.50960433,1.179160039,2.296619145,2.078140701,2.301545939,2.246077651,3.791880964,3.534017907,2.947728682,1.167246405,0.608793196,-0.918285947,2.445825715,2.530741003,1.750388636,2.530518679,2.844038841,2.834555551,3.809737936,2.025870626,0.859833017,0.56636092,2.20315112,1.610350987,3.215674268,2.781994786,0.286208661,-4.554488241,2.022781932,2.116940241,-0.908994195,-0.116089307,1.5157611,2.169242191,1.743580939,2.645393366,1.823370823,1.744814138,-5.56508756,6.51053649,3.150937905,0.070476063,0.85494516
Fragile and conflict affected situations,FCS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-2.278289935,5.557852916,4.12398787,2.879877948,3.978577933,-1.333818936,-7.818668611,3.829165128,10.51994333,9.696689826,5.199556299,1.441637423,1.513259577,8.38248433,-2.414039281,6.485738854,2.561955115,-2.591409733,3.665940601,2.907810904,-8.535756046,-3.004016266,-6.830496394,-3.447007626,1.857615698,-2.39279325,-0.831673109,1.335782962,-1.256370654,2.364116655,-8.086707356,-2.290283466,-4.546600784,-6.077084189,-2.928488694,1.083792793,2.280323491,2.555789621,0.698407008,3.047323849,1.774989068,2.261210754,-1.381414922,8.647805045,3.337849192,3.281670495,3.520987629,2.548368371,0.488536449,4.426169073,-2.354581357,3.050981331,1.02017472,-0.007888534,-1.396498549,-0.081852861,0.323253906,0.52324052,0.086223849,-7.11051082,0.223556596,-0.663208703,-0.029363886,-0.670309092
Finland,FIN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,6.847965181,2.284048567,2.557472364,4.654852826,4.952389127,1.989846976,1.617028866,1.845006207,9.656904148,7.878214458,2.227824483,7.096152838,6.377979319,2.697458172,1.35402497,0.042351873,-0.040505847,2.624625887,6.848494327,5.061714302,0.858289196,2.510750176,2.491186337,2.676420288,3.109120287,2.421897398,3.267722349,4.925661656,4.705240792,0.246189468,-6.393248776,-3.853152952,-1.258736409,3.517200008,3.837309259,3.323161494,6.081768031,5.174688913,4.147257217,5.534413799,2.406829022,1.441154092,1.768835203,3.703837503,2.42615654,3.621134972,4.865721372,0.316320526,-8.514604664,2.697376651,1.916853383,-1.99029083,-1.434901576,-0.888801632,0.136127694,2.277543731,3.061231693,1.058843157,1.238120975,-2.630998553,2.4637305,0.489394589,-1.440138245,-1.098312364
Fiji,FJI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,0.412843179,0.446440451,3.069443851,1.66270756,-5.634443517,-2.85968587,10.53753338,5.56132958,0.469807914,10.49804184,4.926896271,5.654216286,9.871880023,1.106488862,-0.93906121,1.046861217,3.730145548,-0.514056395,9.580421475,-3.919850812,3.823888319,-8.204434864,-6.246279586,5.803890161,-6.85988399,5.484307095,-8.012796095,-0.129653528,6.369743381,4.842992887,-3.491227009,5.331284668,1.480969575,4.517881994,1.989902095,4.142481601,-3.205529217,0.053366543,7.548278426,-2.761542905,0.957064444,2.183332708,0.039650228,4.326924359,-0.214469574,0.93893276,-1.67524974,0.410201584,-1.803433361,2.595062332,2.416035255,1.19750022,4.570320823,5.461610241,4.388232658,2.380116253,5.400034926,3.991072632,-0.334080464,-17.04447036,-5.062410641,19.43950686,6.974770196,3.310403901
France,FRA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.725257225,5.803779677,5.138222823,5.297171293,3.80721123,4.302799208,4.046078094,3.653097654,6.23390917,5.238214749,4.342721732,3.623891432,5.751778022,4.000455763,-1.593584727,3.944145636,3.089669219,3.425061771,3.231677573,1.134990205,0.589285106,2.069072548,0.717848547,1.114328102,1.062652353,1.867515398,1.997300052,4.210032859,3.783751695,2.268451183,0.729685951,1.011742832,-0.791444096,2.000928884,1.932917618,1.035285029,2.161935896,3.069970187,2.867285695,3.428690297,1.159327128,0.335619014,0.257866805,2.117365434,1.125353714,2.001311302,1.898567453,-0.178410661,-3.322124446,1.498724662,1.944335054,-0.299598729,0.26214455,0.519383765,0.70803059,0.594243752,1.787795494,1.282166037,1.688708441,-7.740567513,6.501552198,2.235989289,0.607649203,0.827702874
Faroe Islands,FRO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.03061978,-0.105466831,3.80958188,7.640273568,5.95487802,5.035911585,-0.018524822,0.232465867,2.035038749,1.119361202,2.929852887,-3.085619797,4.043687319,2.361597138,1.525146256,
"Micronesia, Fed. Sts.",FSM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,-0.590187764,-1.597779532,30.35496872,12.23488075,-2.417625203,-1.999650111,-0.040596536,2.734718647,-1.010179313,-10.01743312,6.441391235,-5.49319732,-1.03232865,-6.702504951,13.26230659,4.98453719,-1.550998897,0.169399591,1.532934805,1.802622528,5.476473925,1.971639785,5.857970775,-2.366528007,5.893157516,-3.602139035,-6.366255671,2.567941739,1.0993985,4.493327397,1.875733973,0.472782028,1.719563567,-2.768416216,2.511722097,0.535265989,-1.077711698,-1.562799859,2.009854469,2.65591372,3.037190376,-2.041456613,-3.885555507,-2.553625405,4.313934826,0.15337714,0.449152479,-0.38941306,3.729603773,-2.234995239,2.445771809,-3.33022071,0.0218016,0.247352209
Gabon,GAB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,13.44925199,6.141959858,4.734369387,3.155948021,6.816135929,2.970908715,2.516746338,0.869934044,6.041054451,6.386636793,7.992832686,9.075662589,7.917071869,36.53751698,16.579152,32.53686673,-14.64237976,-25.89243401,-2.023076767,-0.052581559,2.360390148,-5.663584823,2.780014738,4.607261799,-4.980607104,-3.504423243,-19.41293515,9.749626876,5.583368863,2.348284803,3.269310105,-5.662450016,1.214851571,1.030218071,2.310933566,1.034276624,3.104929932,0.890580321,-11.22429689,-4.38717482,-0.517762469,-2.885012358,-0.505326252,-2.091088445,-0.262443846,-5.696083429,2.745244866,-6.372985013,-3.146830491,3.458350737,3.359376003,1.552307854,1.984806095,0.869784891,0.693296575,-0.79183198,-2.163617741,-1.688047436,1.382575991,-4.155280833,-0.845244789,0.747533659,0.217772009,1.17843756
United Kingdom,GBR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.923273934,0.244341082,4.077740547,4.910400213,1.476280889,1.009045689,2.223733112,4.960532959,1.516151486,2.2998747,3.073314274,3.968556151,6.318244968,-2.545877233,-1.466335211,2.93558911,2.491437797,4.198675439,3.655965801,-2.148387268,-0.822285283,2.031455598,4.186321304,2.107380205,3.911319186,2.911710321,5.168872186,5.497880562,2.310928826,0.433081124,-1.408485808,0.129933054,2.244410543,3.581967523,2.26078359,2.321125314,4.654759085,3.101775198,2.715292918,3.969485848,2.178659007,1.365632839,2.673143333,1.876632368,2.029702759,1.630905129,1.828877911,-1.03079046,-5.339273529,1.43505257,0.351039955,0.788536355,1.120609902,2.426506392,1.487878716,1.115433825,2.097827902,0.911082995,1.10286256,-10.44878941,8.186929194,3.877600166,-0.904567615,0.028702272
Georgia,GEO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.223694086,3.528061032,2.678212302,3.95314302,9.11237538,6.313020043,5.215962104,3.512400365,3.800716196,10.97504429,1.410434749,1.802055589,5.548862477,7.868985777,6.590866408,5.337210738,6.168159176,6.804188823,6.582968337,3.698676129,4.406613673,1.142470598,3.388973025,4.531567719,4.025229349,-8.987637796,0.448766892,4.515476912,-7.4372318,-14.76571662,-21.65294645,-45.32488376,-29.84145333,-9.008201647,6.525214338,15.31283525,14.12324474,5.684291063,5.005584538,3.840180243,6.445785293,6.424652844,11.80961069,6.449849939,10.28957852,10.04529667,13.16435095,2.733234671,-2.791181048,7.024283669,8.803628873,7.366752155,5.449782655,4.041627523,3.188392949,3.388353283,5.145826776,6.103447451,5.561671659,-6.354787152,11.06507801,10.84220881,7.745685517,10.66864454
Ghana,GHA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,0.520685688,1.630247159,1.942107836,-0.194917693,-1.034079593,-6.533876773,0.615684861,-2.04471137,3.387803661,6.829372391,2.344423872,-5.193760487,-0.04300272,3.797699031,-14.93070656,-6.26728026,-0.696657028,5.230090892,-5.446952129,-2.424238825,-6.176507948,-9.589268901,-7.391096171,5.87864947,2.85582117,2.909236903,2.419514454,3.120643535,2.493215689,0.725670862,2.662047116,1.329045779,2.292420637,0.846121792,1.684027146,2.187619536,1.74682049,2.184415211,1.88223264,1.127061176,1.266924337,1.665263905,2.397606595,2.839829959,3.158610995,3.669508041,1.691717775,6.414669925,2.260688935,5.306175082,11.33704178,6.679747406,4.757963385,0.452244094,-0.20832582,1.047044067,5.780945858,4.018953383,4.390631335,-1.468308017,3.0380027,1.830512477,1.190223042,3.721742988
Gibraltar,GIB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,3.486860774,0.558272825,-0.123846957,3.54558722,1.255117983,6.253360708,-4.844827074,5.11641711,-2.829979326,0.809803806,-1.265591407,-0.224948721,-0.819462074,-0.825607745,2.561754734,0.598439369,0.681986046,3.56332434,1.339109042,0.780380008,-1.413054264,0.026911659,1.893325813,0.899451721,1.725039475,1.547069936,3.04206464,1.712557662,1.511807928,0.512194742,2.309470745,3.538704716,-0.996648465,0.172593566,0.957366357,-0.903894697,4.373078215,1.644173882,-3.507583027,2.267130393,3.028260488,3.34759059,1.435321962,1.156309675,1.230534126,8.012162454,7.515899921,3.687008739,2.946402444,2.066949976,2.969210094,1.42306328,2.975025025,3.166839784
"Gambia, The",GMB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,-2.714353348,6.549280861,-0.413907463,3.183552147,-2.897406849,-2.642971964,6.075716851,2.806415095,9.108424356,4.117650684,0.21947324,2.916598387,-4.572226506,2.677891817,-0.202478175,-4.215356834,6.867832117,-0.365477668,-4.651358504,-0.00087885,-1.62495398,0.26947437,1.582125335,-0.696506329,-1.135786115,-0.738385254,-0.696495507,-3.017113933,-2.077391367,-0.690360719,1.963574159,0.63639654,3.484664974,2.650214562,2.97441795,-5.812879006,4.030268925,4.164563977,-5.03011453,-3.352217018,0.096337244,3.21187607,3.612386872,2.873509505,-10.77726091,2.186458971,-0.096616308,-4.172586098,1.251372481,-0.701007891,2.208075467,4.667874305,3.74848296,-1.763187113,2.793045884,3.073814015,2.413403442,3.365758653
Guinea-Bissau,GNB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,-4.20896064,6.302508145,0.054461662,1.059374386,1.611750837,-1.591029953,-13.12664119,5.995061972,-1.510669259,-16.90896153,16.32592969,2.561521961,-4.920311624,7.38932319,2.521313581,-2.363198322,1.264012773,2.912407147,4.357715656,4.369567981,2.88417399,-1.832953711,-1.21630082,0.054379427,1.797525072,9.298192364,4.488867862,-23.87785234,14.62072056,-0.908641385,2.581705484,1.400140437,-2.516331369,-1.133850312,4.089957831,0.22059108,0.037650317,1.9208276,-0.124226604,2.91052834,5.2802733,-4.292389185,0.543365079,-1.653583366,3.440719781,2.817656989,2.144543054,1.32710524,3.12319463,-0.182995607,2.907244466,3.243892448,2.144320264,2.52743179
Equatorial Guinea,GNQ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,0.674385038,-3.813396498,-1.479252507,-4.934160673,6.858533107,-6.959338153,0.038511224,-1.344232839,-4.938856964,-5.376483093,-4.630318175,29.85088629,6.99994948,12.40300837,13.14148652,60.34109227,140.4905779,19.0314989,20.81610794,12.15163396,53.23568808,12.25859742,7.247865427,30.01629767,10.90120344,3.031055582,10.19689757,12.53267335,-3.220460295,-13.01517184,1.999057628,3.988003868,-7.888560394,-3.430585953,-12.49171427,-12.0971099,-8.94053555,-9.370419052,-8.52391282,-7.358746574,-1.5665204,0.661786259,-7.349844197,-1.490351685
Greece,GRC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,12.30979242,-0.231360587,11.43081132,9.01366254,10.2510619,5.711672028,4.812396821,6.50858572,11.15673556,8.682287825,7.374326688,9.446392004,7.602608733,-6.782085978,5.373056164,5.205082903,1.610301476,5.865272709,2.002456988,-0.306898947,-2.432461069,-1.740252338,-1.652402526,1.503672168,2.112294853,0.185737959,-2.585123274,3.909777327,3.259729565,-1.052232898,1.869834177,-0.066299027,-2.177150508,1.4905588,1.623824959,0.936690833,3.093102605,2.865261593,2.265872468,3.712729718,4.107765145,4.300106458,5.544646866,5.117469495,0.887221298,6.124193827,3.24351377,-0.207784152,-4.37113631,-5.815205242,-9.743341609,-7.834089434,-1.560896297,1.465856551,0.431225576,0.384851865,1.674020149,2.271951322,2.38497558,-9.001164553,9.984684958,7.084329926,2.639880388,2.436955089
Grenada,GRD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,6.120209914,6.503389361,0.466833199,2.058850586,3.759099089,3.015896243,2.971985244,5.303765106,6.442285838,8.27409897,2.147732899,2.916617831,3.142692415,0.544631078,-1.640615702,-2.705744962,0.948143797,1.410717423,3.724231256,4.308363217,10.99870379,6.179209602,4.181221838,-2.510210333,3.039428951,8.981416698,-1.046412742,12.85192134,-4.344879916,5.751852754,0.607094088,-6.913786905,-0.807153746,0.321541247,-1.764869045,1.708962955,6.735495934,5.940268306,3.330520483,4.160022955,4.133216552,0.424779227,-14.02348962,4.376164624,7.114200995,4.529556403,3.581587099
Greenland,GRL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,11.14456574,3.759157594,5.280208854,4.638514053,0.443324336,5.746010903,9.48317956,6.447679456,4.014947485,7.377089855,-0.913783637,-5.3476253,2.265770788,-6.259164458,2.682173817,6.496776999,4.345640619,4.254659476,5.695173011,-12.19586644,0.066511145,-4.768523541,-4.855881783,5.35180564,3.170996427,1.348010103,1.28773187,7.565899781,1.377884445,6.939567234,0.920568579,-1.349129881,4.142983165,6.630382132,4.919264192,5.853165816,2.750590865,6.593978749,0.874906571,1.356119765,-1.119181355,1.536976945,-0.726861643,5.091927333,-2.214918882,4.547808581,0.077664774,0.890684741,2.462731594,-0.001762479,1.121017116,1.990153725,0.504111002,
Guatemala,GTM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.245304652,0.514884617,6.377864297,1.637941582,1.392682617,2.548040357,1.228487444,5.806825765,1.968207479,2.968020627,2.888300487,4.604260429,4.058198265,3.715012565,-0.504202379,5.095050374,5.46642394,2.436089614,2.125688751,1.167336567,-1.848613506,-5.723147509,-4.927820228,-2.282716079,-3.382396203,-2.600678716,0.727554412,1.023397746,1.059063915,0.255295714,0.88796872,2.089387482,1.19079546,1.299650963,2.208283182,0.326032378,1.728226613,2.341238621,1.266832521,1.176419989,0.008564248,1.48647617,0.276550484,0.870516167,1.064722556,3.146006198,4.121076026,1.194812594,-1.505249539,0.865525448,2.107588602,0.944366953,1.688694724,2.483284492,2.202044943,0.803225141,1.222021181,1.698363049,2.448136415,-3.220077328,6.560160413,2.72968988,1.951093092,2.066533354
Guam,GUM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.371012547,6.056268464,3.292354462,-3.929567651,0.456380842,1.77225504,0.148561195,2.048926652,0.065035676,2.264027064,1.914050543,2.088307504,1.180921237,0.591903023,1.348607122,-0.333833095,3.075478686,-10.71199466,1.078305018,4.177265865,,
Guyana,GUY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.277004462,-1.084211361,-14.16357844,8.991276688,8.215077889,3.040177203,2.161391771,-1.044346661,4.814421545,2.403589306,1.672203446,-4.51746287,0.063153328,6.547239786,7.415354597,0.610970511,-3.460147434,-2.568020258,-2.533753985,1.16831243,1.223488756,-13.21908184,-6.693760142,-4.810359819,2.749283486,-0.464646324,1.424677701,-3.128495811,-4.312307166,-2.424925137,6.346175967,7.463312599,7.736351006,8.122171635,4.676073462,7.652031669,5.941209052,-1.851774395,2.839344334,-1.408812522,2.327017176,1.241884081,-0.560476506,1.654336019,-1.757156772,5.399440248,7.489359083,2.059300099,3.957571743,4.53289276,5.633727478,5.257286626,3.137481334,1.11916441,0.083371193,3.159363224,3.068871824,1.396045628,3.251561782,43.5123463,18.88204386,62.11107131,33.03144243,42.55534035
High income,HIC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.299464072,4.328765117,3.774755323,5.084061785,4.353668629,4.497311124,2.925934856,4.952675132,4.631161478,2.07128483,2.804817174,4.505305909,5.354112713,0.275379478,-0.998637943,4.122635588,3.067121313,3.435398131,3.257191945,0.496636403,1.153279044,-0.904050268,2.16345937,3.997080229,2.864569857,2.448980622,2.853317302,3.945504765,3.15444982,1.987484151,0.133642632,0.786668914,0.418908819,2.269402302,2.123767806,2.310116375,2.924354925,2.162262783,3.039905063,3.73556178,1.080800592,1.120645706,1.761184806,2.960934354,2.440611349,2.631811008,2.179462822,-0.021421945,-3.944994367,2.578668517,1.596371036,0.863881211,1.031091919,1.599618563,1.705476853,1.213541581,2.024053745,2.015011487,1.570780075,-4.130503376,5.968885662,2.510510335,1.081617835,1.272342471
"Hong Kong SAR, China",HKG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,9.55045007,11.84854608,6.033750341,11.66913592,0.897185089,-0.931899495,1.225090991,9.579739859,6.583426327,5.003909471,8.511613216,9.156154441,-0.77105607,-1.395449957,14.71390038,10.12415425,6.317039412,5.623188741,7.207167423,6.724975243,1.363809385,4.378943478,8.89804845,-0.319516943,9.681132193,12.26255587,7.603325199,1.222905591,3.497486734,4.829111258,5.346685961,4.392415706,3.674713212,0.36650786,-0.267954071,4.228393153,-6.665090553,1.532287453,6.718425613,-0.17749038,1.207517958,3.259931992,7.855573003,6.92005138,6.347388725,5.55357919,1.518775988,-2.668972458,5.986387092,4.11212205,0.58373976,2.687898765,2.043185682,1.519959412,1.544552418,3.001483377,2.027206171,-2.396634506,-6.208739179,7.429489879,-2.805300449,0.612247418,2.704737945
Honduras,HND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-0.986082277,2.816798015,0.682149339,2.451239786,5.950099678,2.376648368,2.952321629,3.539297838,-2.255789434,0.596860465,0.916884808,2.597178438,4.667741678,-4.043663194,-0.856509722,7.105532138,6.999673724,2.737525853,2.410411134,-2.42879697,-4.168704164,-4.967602367,-2.049741934,3.246833354,2.609125633,2.35812522,3.655801683,-1.080205887,-0.118605442,-0.069833287,-6.023307693,3.102841212,3.514485566,-2.58997451,3.221828826,-0.96445927,1.712418621,0.882235237,-3.310630174,4.399151519,-0.016196053,1.049911662,1.898504218,3.615702692,3.507079755,4.083213351,3.776278786,1.918834963,-4.543991317,1.549121631,1.711641948,2.04382617,0.777167217,1.081275113,1.88202222,1.960510683,2.921072783,1.961968725,0.719361516,-10.54841749,10.70299037,2.411845511,1.814897327,1.824018399
Heavily indebted poor countries (HIPC),HPC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-2.502852751,4.628926389,0.836427504,0.835290889,1.317210143,1.21506667,-0.2550137,1.756133515,1.774453082,-2.58350015,1.736113036,-0.547627345,0.421289035,2.315979413,-0.695783182,1.069258486,0.870102749,-0.321070719,-2.257212608,-1.760718124,0.622189338,-1.905491686,-2.357222033,-1.494512751,-1.172845104,0.351509751,0.494933246,-1.473850116,-1.280907412,-3.682946583,-2.129457815,-4.068994843,-2.741864255,-3.067558753,1.924148231,2.129546304,2.628823767,0.63094627,0.205850594,0.116639998,0.871220904,0.956991914,0.979117351,2.849473038,2.702762351,2.852108489,2.569246099,2.743496077,0.707448318,3.280369454,1.712655767,1.13173489,2.767269382,2.632959763,1.978431934,1.488715498,1.99548037,1.293254444,1.601344399,-2.491232895,1.466656335,2.293501392,0.841678816,2.548577508
Croatia,HRV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.60190001,-9.529110838,-8.518295234,4.697052598,7.497786224,7.574334087,6.687181292,2.314511577,-0.419403115,3.965765929,7.155929966,5.741059062,5.538321714,4.141420906,4.192859775,5.056750368,5.071844693,1.980704128,-6.716033776,-1.110032234,0.247771415,-1.789055057,0.498388391,0.207889837,3.552342243,4.591202433,4.95383381,4.262511704,4.128600627,-7.487474621,13.65450803,7.937400538,3.1942825,3.637351122
Haiti,HTI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-4.675856084,5.931669984,-3.614830725,-3.383158006,0.28546231,-2.397114842,-3.912307358,1.279217459,1.894997616,-1.211765704,4.493811285,-0.923847858,2.772509758,3.769672061,-0.806656542,6.368021203,1.729297196,4.181950716,5.509629703,5.330215469,-4.706675933,-5.417998452,-1.044481589,-1.651381449,-1.372930432,-2.470817297,-2.7792925,-1.825807181,-4.888272222,-1.021291988,-0.173086384,-7.18236675,-7.26639618,-13.63085775,7.822924051,2.181455002,0.785892869,0.293961772,0.830848511,-0.974737114,-2.143183913,-0.729374656,1.682003464,-2.98301063,1.35443141,0.054058344,2.955697227,0.961802641,4.154892821,-6.745903855,3.915144942,-1.043242222,2.767509668,1.392311879,-0.045439505,0.398402974,1.123944279,0.32667856,-2.986837119,-4.498164422,-2.926958043,-2.784680848,-2.992128438,-5.269848333
Hungary,HUN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,4.235947777,5.753389389,5.41581974,4.370086162,42.01607467,7.075879195,7.100676262,4.498936418,6.454618063,4.303122981,5.89651544,5.784184193,6.556040406,5.428394355,5.577289936,3.031575545,7.101270197,4.040519945,2.514540096,0.134797307,2.859773123,2.901733414,0.874406548,2.863669883,-0.071515494,1.708294076,4.225972869,0.088027208,1.839423099,-2.494499228,-11.8870466,-3.026235553,-0.462665222,3.088168306,1.630917597,0.273327489,3.185546317,4.090022567,3.378474268,4.680946506,4.300996768,5.028710608,4.236919635,5.19581259,4.507920786,4.095899965,0.487904818,1.170428844,-6.595586428,1.296636608,2.205910345,-0.828646516,2.524393053,4.755551698,4.033108739,2.837490398,4.477435682,5.821463618,5.208764134,-4.09730738,7.662531754,4.551055711,-0.709301494,0.826299203
IBRD only,IBD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-0.017942839,1.269470497,2.296761098,5.745538544,3.83492273,3.189052936,1.764618348,3.93720885,5.448437974,5.243490341,3.692398529,4.33492341,4.76207283,3.562930236,2.604823466,4.240207302,2.725968677,2.197617706,2.916916913,3.156997377,0.303788209,0.921581592,-0.200264006,2.996516194,2.540739331,1.930419541,2.919508824,2.12899877,1.341705079,0.195113764,-0.498054464,0.020620774,2.192367672,2.154911705,2.585706026,4.034422076,3.957388045,1.340990841,2.448969561,4.635871921,2.41279941,3.439710481,4.820339265,6.469608856,6.071837446,7.175404632,7.864385457,4.864894886,1.773915736,6.725779643,5.266555287,4.320349043,4.09221777,3.741103324,3.354792752,3.553463386,4.25277704,4.059238312,3.220403187,-1.922026549,7.033458976,3.251772111,4.311844643,3.74477157
