Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
St. Lucia,LCA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,8.693935795,2.296708842,-3.664801976,4.664263069,0.493096165,3.322624185,5.557826908,6.533818366,12.5888677,2.372991831,12.40378158,7.77393613,8.818554342,-0.820743643,6.354555416,-0.892733394,0.091539227,0.156865159,1.39827512,-2.082481776,4.837956689,1.343830579,-1.158527539,-4.385213611,-0.455758269,3.410539377,6.442521131,-1.139244714,5.437534544,1.01330266,4.296528305,-3.435829227,-0.278750188,3.783449963,-0.563683331,-2.261633279,0.880621539,-0.337052868,2.991539674,2.971798822,2.494451868,-1.06027192,-24.61140921,11.42874925,20.21403647,1.922553759,3.626448962
Latin America & Caribbean,LCN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.258719849,1.46520571,-0.702233381,4.375042112,2.866303088,2.210050559,1.667362946,4.410427392,4.186656565,3.920231584,4.302948743,4.615235824,5.435074955,3.721780072,1.224888471,3.035017865,2.514716591,2.185782745,5.003273722,4.301282173,-0.95188602,-2.292700515,-4.339324262,1.72161106,1.012592878,1.409908679,1.280703884,-1.335667451,-0.208743825,-2.230632641,1.071604588,0.756157639,2.584189657,3.447630062,-0.833950164,2.236983394,3.729597804,1.381848263,-0.84168545,2.117241161,-0.935129251,-0.872249794,1.14562041,4.130013556,2.690564756,3.896656105,3.970039263,2.462413554,-3.367855987,5.236520858,3.289772963,1.486231388,1.694988562,0.313288435,-0.573256715,-1.273080512,0.965070698,0.732309442,-0.131553066,-7.273830649,6.465734383,3.352863458,1.551335243,1.559751485
Least developed countries: UN classification,LDC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,4.873743187,-0.457478831,1.09180131,1.133145963,0.726134436,-1.496392161,2.425452306,0.650035114,-3.093979693,-0.621791782,-3.777736291,-0.392653982,2.931780258,-1.978008967,1.395854629,-0.440223929,-0.880263573,-0.834063257,-0.310967072,0.204909771,-1.419057975,-0.991226399,-0.353323479,-0.940801708,0.757973122,1.599421739,0.209619281,-0.752418158,-2.418844681,-0.640363131,-2.226887893,-3.037780007,-2.066373242,2.971490783,2.851046899,2.680715231,1.423172616,1.499597026,1.864748541,2.412565766,2.755938526,2.50477427,3.956667796,4.95921397,4.325016634,4.792308364,4.012281301,1.802965963,3.831846867,0.923169903,0.782465318,3.273171588,3.011445015,0.435551679,1.320674527,2.103228383,2.201182734,2.628119457,-2.462038311,0.453845544,2.426637181,0.722846606,1.506987813
Low income,LIC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,0.767357216,-0.849100323,-1.753669475,-3.156539579,-0.54043719,-0.621760815,1.556286907,1.342111638,-2.475966459,-5.601670871,-0.144946627,-2.04218685,-3.037098464,-1.275020012,1.953123923,2.125105471,3.505268789,1.929987227,-0.412532517,0.254331784,1.274186876,2.282826248,2.548301956,2.791665783,3.248939737,2.312740249,2.485198382,2.045128217,0.543544278,3.528612657,-2.914997747,-7.085549858,-0.153893735,0.612418778,-4.475832931,-1.885266944,-0.929254021,-0.070377071,0.521036796,-3.808590998,-1.445605008,0.937505491,-2.877617571,-0.425782081
Liechtenstein,LIE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,-0.495955811,-0.774663753,-1.244533564,-1.218147038,-0.014880252,3.835534752,3.11284892,2.305880589,2.518085181,5.017366316,4.157507649,-3.771579283,-0.187516371,3.69754368,5.89771061,2.625449783,7.966311921,4.155953197,3.130345914,0.740886089,0.17355027,2.146510105,2.730139334,5.529878923,4.822849646,6.019964818,6.541931671,6.277622866,8.515971445,1.879547903,-2.374881099,-2.463114463,-3.045404108,1.938396554,3.905066059,7.764323224,2.666660526,1.192574519,-1.901387488,,,,,,,,,,,,,,,
Sri Lanka,LKA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,1.316849355,0.038545174,1.386584579,0.061406553,2.516846806,3.899127747,3.288066571,5.22632069,1.537193439,-0.830304681,-2.410907383,4.994180326,1.935440229,4.220587882,1.479238054,3.210931702,3.728628534,4.436819745,3.932981701,3.939384373,2.866494366,4.117716794,4.737973013,4.308419309,3.114378917,0.541198281,1.439935634,1.22940123,5.723946125,3.819735722,2.75390593,5.10038392,4.072654637,3.768416519,1.823392883,4.404302717,2.740237429,2.38061253,4.086274479,-3.08904716,2.886539155,5.166252546,4.730720982,5.564253737,6.949422712,6.066518271,5.247329758,2.905116146,7.381428648,7.997268957,7.809029072,7.006027386,5.389868876,3.251852308,3.869796499,5.249829351,1.28556703,-0.829146715,-5.129262346,3.092781969,-7.453618881,-1.691626024,5.588480901
Lower middle income,LMC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,0.734432919,1.245483697,3.506679842,3.919598265,-0.38232965,-0.976899185,-0.754957183,1.456425793,5.368488352,4.682151853,2.411755215,-0.615785113,2.075480511,2.322795198,0.990535867,2.930771951,3.119743329,1.26506686,-0.947642076,2.536817485,-0.615887013,-0.379214407,-0.312464146,0.128911541,1.384793287,1.296127864,1.106955183,4.138164133,1.219609546,2.501743564,-0.25347875,1.367839177,0.062731109,1.695549665,2.846939405,4.077529356,1.796345179,2.354626019,3.222116021,2.117774648,2.273220011,2.524504909,3.985277918,5.132616999,4.798926971,5.0833177,5.003602623,2.779560894,4.146359279,5.032548101,2.999051107,3.44588452,3.992662012,4.440045656,4.326661669,4.122405426,3.922368045,3.951357866,2.647295644,-4.893567933,5.315316599,4.833559485,4.687014228,3.819072239
Low & middle income,LMY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-0.408613357,1.539128892,2.214597717,5.248523831,3.532240922,2.308584323,0.682321787,3.494057174,5.511488897,5.282783679,3.580113557,3.653480544,4.374203507,3.61874994,1.987837542,4.002591886,2.416282161,1.539785862,2.416261858,2.547389943,-0.188282308,0.697164376,-0.555883172,2.502810143,2.334074816,1.517864482,2.457423775,1.97187466,0.976712104,1.047909033,0.927159042,2.361524427,3.130447539,3.311881224,2.815882578,4.444157291,3.909802545,1.652550086,2.017903331,3.936805768,2.068631161,3.249512781,4.400788193,6.131967918,5.847650498,6.701919425,7.349346795,4.487259101,2.592175104,6.68146424,4.907339067,4.028183326,4.190196952,3.797603048,3.366080443,3.416621375,3.990670273,3.721024008,2.903535809,-2.160188214,6.329359298,2.996260912,3.834796673,3.308200448
Lesotho,LSO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.131986292,11.94037032,7.37932648,5.110487941,-0.794535885,-3.542871125,7.015258178,-3.952981056,-2.077368367,-1.438867971,1.434300704,-3.65226672,22.09346666,7.219950029,-16.45112673,7.542684855,18.3385218,14.99417146,-0.038044517,-5.53495632,-2.194492721,1.467761333,-0.917132308,2.555766277,-0.257176958,2.06110283,-1.473163552,6.326625787,3.674198236,4.037888677,5.069066331,5.192385475,1.95754937,4.555195178,2.034892469,4.473779521,2.884043841,1.033588172,0.21596148,3.84034989,3.719963504,1.035599997,5.066495129,2.4110358,4.42249766,4.659487877,3.750256883,4.811198389,-1.968700886,4.459259514,3.693985953,5.270666596,0.696148189,0.557309193,1.922510595,2.353639813,-4.336559993,-2.675939075,-2.569259861,-9.237270986,1.099358865,1.28745564,0.709360213,1.621330937
Late-demographic dividend,LTE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-3.893886837,1.651085054,1.778520903,4.852464271,4.327952292,5.156707625,-0.515312075,2.813528255,7.427940912,8.271717692,6.005085266,5.569238628,7.603286374,2.973597478,2.558766843,4.908008469,4.757911082,5.096189576,6.219625906,5.808770033,-1.264273595,0.40217331,0.247684189,6.312981729,5.708225963,4.207145842,4.800835233,3.527702857,3.192766729,-1.098201185,-0.757586069,-0.376390768,3.186669912,3.350642332,4.606950359,4.074884152,4.629741896,1.920139962,3.762713061,6.196419114,4.427300742,5.335530542,6.187662229,7.517404304,7.121908565,8.598067538,9.491905362,6.263126298,3.101621482,7.427349111,6.494004306,5.052198319,4.897486419,4.522159438,4.003085925,3.768996559,4.608060091,4.865075681,4.268719936,-0.01228573,7.401364874,3.139471477,4.240855225,4.351925989
Lithuania,LTU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.835988198,-21.17342213,-15.82874461,-9.137646806,4.088200608,5.828552841,9.102660475,8.244264266,-0.392806939,4.148617929,7.365190179,7.579997637,11.45354178,7.70478467,9.500108219,9.123676972,12.40534514,3.660124768,-13.88775681,2.555336048,8.752238923,5.743976084,5.026825169,4.620352866,3.756324203,3.877440546,5.88872607,5.790665482,4.979383539,0.068446214,6.455358377,1.6952855,-1.053576873,2.186539486
Luxembourg,LUX,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,2.887846741,0.124677246,2.369929233,6.664577026,-1.857841595,0.380680194,-0.112343962,3.918643274,9.43521286,1.258591295,1.692794945,5.312925549,7.122771739,2.862297657,-7.586475317,2.02809658,1.393542675,3.888387085,2.1061435,0.482551649,-0.843674412,1.048296169,2.961758187,6.077850797,2.5932438,9.491574153,3.279465067,7.67910836,8.735310257,4.009812422,7.198408849,0.476077518,2.811217611,2.416630508,0.017300128,0.027252339,4.106638288,5.355838095,6.723967086,5.510408914,1.854575186,2.149610813,1.379893393,2.76088619,0.926765994,4.339108666,6.442030996,-2.066473342,-5.014263076,1.883548243,-1.176798005,-0.762183314,0.814651723,0.232565199,-0.115476551,2.739791487,-1.116113475,-0.329840314,0.752174049,-2.154174483,5.318430878,-3.069660269,-2.679521653,-0.651008715
Latvia,LVA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.18071717,-31.17751898,-3.090712934,3.914791352,0.477696353,3.458756261,10.2650978,7.559434383,3.658721772,6.866198613,7.844419566,8.923681512,9.48207219,9.918172996,12.82794095,13.86469226,11.3194013,-2.368036506,-14.6423128,-1.635143791,4.929579991,8.644499586,3.195451704,3.060973817,4.636452127,3.4931864,4.319358697,5.125604221,1.377746126,-2.789963807,7.848195793,2.083419787,2.960389673,0.359553536
"Macao SAR, China",MAC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,4.03716911,3.26486532,-1.649057543,4.404724065,10.27070388,4.689495572,2.085095663,4.803986182,-1.263413408,7.418887144,1.597598572,0.890437139,0.140863289,-1.809891829,-0.805101565,-5.700796532,-3.523663146,4.960736172,2.105640699,7.792949259,10.3318262,23.53970694,3.784176716,7.617650664,9.641627832,-0.394809777,2.353376284,24.65678152,18.82831898,5.721927575,6.262152275,-6.743501724,-24.10240489,-2.140455399,10.55472488,4.709641836,-4.462848575,-55.22886405,24.06080573,-18.99214221,74.6750086,7.509430559
St. Martin (French part),MAF,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.218924777,5.54794889,-7.155852009,-5.892364166,11.92337033,-5.670344711,11.28972296,,,
Morocco,MAR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,7.083911883,6.953817862,5.491123386,1.921694894,2.858048911,-0.103994571,1.027929736,3.043166641,5.013495002,8.16792588,3.400827013,-0.388806819,2.087186811,0.906508824,-4.357022449,6.09558534,-1.226753073,3.781666462,3.5043764,6.906631474,-2.295994506,9.740376437,0.950764805,1.551381446,5.374165378,-3.712877262,-2.308271366,8.934930148,-6.850937356,10.62617699,-3.058480499,5.619102081,0.193527269,1.119234492,6.224629017,2.334860557,4.797592794,3.207134712,1.78494972,6.31205425,2.033027044,4.249780335,2.343925498,2.079764887,4.065610206,1.663846384,2.757864878,1.438524953,3.106347192,-0.693616602,3.783712091,1.914106633,1.816420556,-8.138669504,7.060629957,0.496491364,2.338229245,2.223554117
Monaco,MCO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,3.742295992,3.444487863,5.661276289,3.799779999,-2.00174538,2.818943194,2.063374882,2.656329765,2.429254877,0.823144359,0.290065073,1.436348679,-0.249118009,0.067254092,0.381187158,1.177564697,1.25598439,3.421994528,3.114543875,1.717032587,0.13444211,0.506793651,-1.706328316,1.436993655,1.361184348,0.386629437,1.516617448,2.848892604,2.844754452,3.766154736,2.212928681,1.104397223,1.237416135,2.682991421,2.202270835,6.322689524,15.22830042,0.750035773,-12.78347252,-0.393849531,4.55377433,-1.214002298,7.301905942,5.166590278,3.115104909,1.574239751,-4.23891094,4.379239971,7.247380376,-13.10457414,20.71886737,9.894568218,4.975971036,
Moldova,MDA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.10294483,-29.08570559,-1.034036612,-30.68522912,-0.947765203,-5.688417961,2.023687352,-6.504429764,-3.216413267,2.315585605,6.337532694,8.049932249,6.900611284,7.666087053,7.761886245,5.091668016,3.238946836,8.005391955,-5.881237715,7.206974611,5.879385123,-0.576700868,9.073075577,5.06366581,0.429158888,5.870175764,5.990411998,5.920367182,5.22280985,-7.263269768,15.65579761,-2.066404261,4.11813606,2.973327755
Madagascar,MDG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-0.579906019,-0.350066309,-3.458262076,1.309705313,-3.005528236,-0.586251504,2.739107271,3.948953926,0.870595035,2.321284312,0.950700359,-4.140913377,-5.473229301,-1.004239935,-1.745443111,-5.954799121,-0.691255504,-5.57446503,6.564170983,-2.056481734,-12.45359162,-4.760168131,-2.025328354,-1.166805797,-1.738706567,-0.923938491,-1.668148719,0.476736578,1.091465439,0.129377411,-9.06534605,-1.818434336,-0.967365508,-3.100234351,-1.486726004,-1.080186943,0.372555082,0.572337046,1.354572042,1.194501965,2.765905244,-14.98820051,6.614147364,2.231916851,1.731772067,2.347263378,2.653099507,3.625791508,-6.756948552,-2.265802527,-1.26548227,0.200640942,-0.444341802,0.60571012,0.445748708,1.310635934,1.262369943,0.542519019,1.730137229,-9.491825796,2.051158699,1.6026818,1.668875061,1.693120253
Maldives,MDV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,2.04691011,-0.651581795,-1.420833901,2.665357222,-10.67556517,-2.379099462,8.026746055,11.57890318,7.76510253,15.35379893,8.668188278,-5.683182574,13.14428094,23.4610603,11.7921659,5.603340532,5.088993925,5.151626831,5.885899454,13.2974406,-1.638194443,3.656408487,2.82349331,5.198607736,10.42053722,5.516030067,6.227609104,5.517609971,4.38100509,2.149408047,-5.534039128,5.484724314,11.8797349,4.195165195,-12.63126685,20.70664312,3.6243286,5.186575286,-11.52650263,3.080746902,5.091168595,-1.089879863,3.431501874,4.32797684,0.341527892,2.738960115,3.574726854,5.16982905,3.715352668,-34.83116707,33.76855875,12.09906281,4.350487609,4.774418537
"Middle East, North Africa, Afghanistan & Pakistan",MEA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,3.431168725,2.702029159,7.648753234,6.652997652,8.820192349,3.765134601,4.753505335,9.1645347,7.324841117,14.12523826,5.961716365,10.44945695,8.029990399,5.613064232,-2.815126784,10.43130692,0.682693198,-3.264077935,2.384300889,-1.692680034,-2.614760466,-4.353642723,-3.525348798,-3.05397157,-2.568924752,-4.590686423,-2.107718205,-0.768707834,0.801474837,5.012282368,-0.628002545,3.237426185,-0.315128877,0.44814969,0.658278887,2.556072454,1.64847554,1.698300775,0.367873977,3.913758913,-0.378560852,-0.221403658,2.30476883,5.408316524,2.803808356,3.445398594,2.735447753,1.921545116,-1.253747254,2.677018332,1.483581935,1.702338892,0.246718568,1.065347375,0.72744759,2.594385471,0.556937213,0.998724068,-0.201809023,-5.057944408,3.555231533,4.369022481,0.175209759,0.021515456
Mexico,MEX,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.770191769,1.350066506,4.644003515,8.294290958,3.621091873,2.638070458,2.411680217,5.891182196,0.131429928,3.187293275,0.59964863,4.988543447,4.6890383,2.726681364,2.76437783,1.553952698,0.631197757,6.111974198,6.907930142,6.087866124,7.053825547,-2.236603975,-6.662250183,1.350950568,-0.16765363,-5.864544919,0.037403536,-0.761612938,1.646419712,3.251048911,1.992701478,1.625622561,0.978743804,2.516516227,-7.570493728,4.39127291,5.410535218,4.45852675,1.12511671,3.421405142,-1.916296589,-1.660630535,-0.219450145,2.161062313,0.745413241,3.395776765,0.650788706,-0.519889915,-7.65517174,3.470842869,1.990263283,2.1573183,-0.447810747,1.270914201,1.609710129,0.790955212,0.923425367,1.0113662,-1.334621769,-9.10287153,5.343066791,2.932857652,2.398388167,0.584780121
Marshall Islands,MHL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,-1.350581611,-1.555588354,30.71375674,12.06349426,-3.22228561,-2.858875391,-0.818190484,2.31318925,-1.055327217,-10.31947527,2.304314754,0.499489676,10.81614451,-0.295604517,-9.973634896,19.70802056,5.233282026,3.986465182,-4.544821029,0.276656024,-1.974666531,5.246953403,4.419296172,4.504074581,6.971215732,-11.23900621,-7.36490439,-1.589100189,-2.287923842,1.436068676,6.057837656,3.027175496,-1.969618743,-0.700644285,1.56552229,0.010251972,3.602839829,-7.55746397,3.687162471,5.488489704,-0.239905289,-0.353868546,5.320614526,0.495281427,3.965217352,4.848125886,6.18444128,8.384961342,13.6597363,0.18904949,4.49871565,2.06474741,-0.842141526,6.271662283
Middle income,MIC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-0.221181427,1.28370049,2.334722754,5.519481909,3.626722476,2.379041785,0.724525484,3.590491039,5.579914493,5.444822549,3.637744284,3.795474037,4.545652752,3.639595503,2.052261812,4.101063731,2.492637561,1.685633174,2.566834776,2.624132543,-0.219037255,0.731366328,-0.507659681,2.65925927,2.419816019,1.582080474,2.493346565,1.999544713,1.065888508,1.19385303,0.965126846,2.493972959,3.318233662,3.454551787,2.883650788,4.547567211,3.97340274,1.70411173,2.126432025,4.064789733,2.143552902,3.347231515,4.522660842,6.279132421,5.984931057,6.884182699,7.540741683,4.627560095,2.725736721,6.8400231,5.149550531,4.311801926,4.341691455,3.927511019,3.571477483,3.59481993,4.173128126,3.900460582,3.076440825,-1.99846784,6.582264204,3.176473288,4.080781449,3.517947809
North Macedonia,MKD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.819591554,-5.486240052,-6.285741638,-1.058673573,-1.405069904,0.480270788,2.236720966,2.830100812,3.841473894,4.074050806,-3.473683221,2.233456599,2.092822453,5.013574068,5.291020123,5.719202235,7.083139312,6.084024713,0.287981674,4.021717498,2.810014014,-0.065347234,3.305596704,3.907927558,4.134290505,3.178225747,1.489367186,3.403754111,4.618695011,-3.654368238,5.592130079,3.061935884,2.290110281,4.7995297
Mali,MLI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,2.138662142,-1.305879236,4.466759447,0.937140811,4.117171135,-3.148740093,-3.263947099,9.636135505,11.60400067,4.398941217,-3.353506267,8.216058667,-6.298257119,-0.632155796,-9.351341566,-0.386858869,-2.403072977,17.90143093,0.807428063,-1.86333873,5.531831835,2.256552195,-4.402587343,9.548488558,-5.150046622,1.043675952,1.569970813,-1.24232575,4.773049178,2.473612092,4.881502387,2.80275294,-2.930155699,11.95850584,-0.047718336,5.704769468,-1.675790093,4.040702701,3.212297774,0.515195639,3.093204394,1.279680647,3.504165211,0.710472561,-3.431935966,-0.564984485,4.254772069,2.710182314,2.70047364,2.068917712,1.640975264,1.87829273,-4.106766109,-0.006524311,0.439682902,1.648720986,1.961178244
Malta,MLT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,2.437070257,5.925811178,4.232295007,10.11073417,18.68525676,16.42315246,11.74708387,10.01006096,9.376492786,5.933049982,2.554855453,0.113836738,-2.003414924,0.921302662,0.798852023,2.163795699,3.396064603,7.527756972,7.13131154,5.256597735,3.431027361,3.616450272,3.442436017,4.667593813,5.60371151,3.09824364,4.46341041,4.444567093,4.100969029,18.91149148,-1.499303243,1.978025972,3.014468683,-0.264943762,2.226957612,1.963952816,4.670981286,3.732981366,-2.135934706,5.677001031,0.564965068,3.170686383,5.09521146,5.47816414,6.971012094,1.72254313,9.924499155,3.468401988,-0.048219726,-5.528931893,12.71814802,1.724392731,2.616405418,1.984174515
Myanmar,MMR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-1.701259406,1.821560239,10.86540546,-7.971034807,8.221081854,-6.985885862,-8.035602663,9.544620864,0.978225674,2.632501728,1.829950519,0.197812383,-3.008592153,3.307365946,2.15640117,4.072357415,3.934490772,4.462251151,3.188770593,5.889859209,4.37186577,3.692322741,2.373050408,2.779671849,0.81909433,-2.892363754,-5.665847512,-12.79771138,2.072513012,1.260801813,-2.069509285,8.171526315,4.628818575,6.065418344,5.566950244,5.087303377,4.312620803,4.55299761,9.63242064,12.48237461,10.17561236,10.90722713,12.78394475,12.59575389,12.68413266,12.25552402,11.20043782,9.649811133,9.937364264,8.820589435,4.746580786,6.433248076,7.508738815,7.275686185,6.139600078,5.026521189,5.319574035,5.501797464,5.833094747,-9.693060345,-12.62710001,3.322028415,0.255328678,-1.637609453
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,1.142543724,0.01733537,8.35065539,7.301415388,9.281760819,4.295123801,4.645435191,9.351710955,7.989929476,5.730717033,2.729194198,8.898976547,2.586642087,4.426791155,0.172234113,11.79896119,-1.273716959,-4.721155475,-3.466622755,-6.227987483,-4.447403954,7.574413278,1.553610852,-2.949164684,1.148636576,-4.772567476,-1.995692851,-1.152033514,-0.129117373,6.169599378,-1.589198799,2.111213076,-1.14602048,-0.258328676,0.470566953,3.471205067,1.07601518,3.003588308,1.839615675,3.422373079,0.610202427,0.989162861,0.56610642,5.287714047,2.59262157,3.026584945,3.532321366,1.246081776,0.582075865,2.586761369,-2.445229874,1.50390701,-0.792879223,0.525218085,-0.604846314,3.853052976,1.619959799,0.762135697,-0.572332789,-4.549831761,2.699503842,2.427153795,1.065505268,0.231804488
Montenegro,MNE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.220750291,-9.151670806,3.27911916,0.693867402,1.496373122,2.074413797,4.241154432,4.026604843,8.43155401,6.662736076,7.032626846,-5.996977486,2.54625316,3.075857722,-2.891757217,3.35455125,1.594897183,3.240257446,2.833712962,4.611243949,5.001399969,4.010643961,-15.28486184,13.32143717,6.656149238,6.348271128,2.990433417
Mongolia,MNG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,5.762662585,3.303869537,3.375609373,3.118070651,6.630804305,0.807482245,2.398571316,1.830810284,-2.009273575,-11.50323102,-9.358938809,-3.049828248,1.002430354,4.676752523,0.671279563,2.43497398,1.914270795,1.627006954,-0.18739105,1.698585023,3.395455999,5.652308562,9.388880568,6.06987815,7.255463562,8.778438288,7.196699126,-3.026463743,4.520040397,15.28304349,10.20814609,9.364878417,5.551308846,0.223539088,-0.547071462,3.62200701,5.754270166,3.679884212,-6.265423783,-0.061421283,3.503077669,5.959523332,3.565602887
Northern Mariana Islands,MNP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.424546649,-0.829932545,-10.48525517,-4.305448361,-3.927659416,-8.282819996,-14.85421823,3.709125916,-6.549776162,1.519065746,3.607386532,5.33556203,4.716040402,31.09789085,25.17759685,-18.05055987,-9.703268492,-28.162778,6.19656514,18.92356377,,
Mozambique,MOZ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,2.895070091,-8.917546546,-17.44168773,-8.338212496,-0.875259465,-3.995546078,14.23488779,8.386091059,5.623008734,-0.447724917,2.901508579,-9.350159503,7.483208488,-0.517089158,-3.806416616,7.125514663,8.796915519,7.883878089,9.332531138,-1.430027457,10.36744768,7.23540386,4.817431122,5.762294959,3.881241087,7.359387898,5.118134814,4.275022963,3.219648615,3.861945687,4.19033882,4.938054791,3.535004572,4.625141598,4.322312866,1.673197899,-0.383714309,0.445674339,-0.646283516,-4.105273995,-0.606316437,1.333359974,2.368236363,-1.079236062
Mauritania,MRT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,-1.940748988,-4.642995576,24.14315691,12.83739869,-2.682778439,0.504409038,6.90611599,-1.790098893,8.62046579,-1.202064068,-3.677135045,-7.397111311,8.875116815,-7.892862124,5.409717525,-4.664153607,-3.286940982,1.861201091,0.475989107,0.529030035,-5.111068248,0.793234478,-5.974175105,0.0652218,2.712768848,-0.99208355,-1.176058291,2.179464154,-4.228685169,-1.142373687,-1.950639346,1.676677978,-6.298255333,6.848085148,3.746998157,-6.158469668,0.146944913,0.938401961,-6.555624738,-3.218403274,-0.835751866,4.509219376,2.300584967,5.965957148,15.40394491,-4.485873229,-3.155576099,-2.985687286,-0.603277392,0.846509289,1.115024445,0.935521309,1.180702357,2.255801645,-1.729796675,3.14237148,1.702570472,0.139308525,-3.228954106,-2.124177304,3.712730841,3.394023478,2.209406168
Mauritius,MUS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,22.77221923,-2.013536673,10.96153098,-9.104781116,0.919382806,-5.551620517,2.372924237,-8.580168729,3.125716961,-2.041604701,2.629747993,6.715799953,10.32867199,7.173158825,-0.672886411,21.77201066,4.827831442,2.482728188,1.730491666,-11.56492513,4.324779863,4.215300289,-0.535170123,3.609222391,6.083876294,8.906236903,8.079466409,6.058719163,3.668090832,6.425944037,3.3141664,5.120444415,3.843628001,2.688328517,3.394776363,4.513432614,4.37241714,4.962519426,1.314748667,7.144715947,2.534262853,0.911910217,5.161670448,3.677809302,1.176699087,4.377586821,5.246496965,5.006539055,3.041100463,4.129198848,3.911001241,3.209499479,3.110405554,3.639190074,3.553356966,3.791130707,3.844308006,3.950035487,2.858125324,-14.54849559,3.377668734,9.021163173,5.13122105,4.8212473
Malawi,MWI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.107606263,-1.732379461,-3.772528975,0.175055259,10.87460203,10.50357555,4.66157376,-4.325322867,3.30320711,-1.965713365,13.34479562,3.549868151,-0.346083962,4.31175335,3.156847718,1.988310809,1.71164067,6.058983053,0.610497053,-3.387715223,-8.937053149,-1.464675619,-0.294158569,1.321349407,0.623100536,-3.823965079,-3.113340928,-2.245902107,-3.326574604,1.599705073,5.43465732,-9.992295407,8.103157877,-9.188219227,16.8987564,5.221492044,1.730659587,1.673113249,0.66457829,-0.830828162,-7.246405544,-0.760072947,3.092548353,2.728950463,0.539880655,1.854814551,6.551346557,4.558556158,5.172348754,3.769617523,1.917989323,-0.983601162,2.460763685,2.703864029,0.007925183,-0.256367435,1.221380494,1.602997456,2.951510154,-1.828352407,1.880764329,-1.637493994,-0.694162804,-0.763124396
